BC:34:00:E0:00:00/28	LLDTechn	LLD Technology Ltd.
E4:95:6E:30:00:00/28	Shanghai	Shanghai DGE Co., Ltd
E4:95:6E:40:00:00/28	GuangLia	Guang Lian Zhi Tong Technology Limited
E4:95:6E:50:00:00/28	Elan	Elan Systems
E4:95:6E:60:00:00/28	Shenzhen	Shenzhen Joyetech Electronics Co., Ltd.
E4:95:6E:70:00:00/28	National	NationalchipKorea
E4:95:6E:80:00:00/28	PTMLWTel	PT.MLWTelecom
E4:95:6E:90:00:00/28	eZeLink	eZeLink LLC
E4:95:6E:A0:00:00/28	RedPoint	Red Point Positioning, Corp.
E4:95:6E:B0:00:00/28	iConserv	iConservo Inc
E4:95:6E:C0:00:00/28	Shenzhen	Shenzhen Arronna Telecom Co.,Ltd
E4:95:6E:D0:00:00/28	Shanghai	Shanghai Tieda Telecommunications Equipment Co.,LTD.
E4:95:6E:E0:00:00/28	TacomPro	Tacom Projetos Bilhetagem Inteligente ltda
E4:95:6E:F0:00:00/28	Private
E4:96:AE	ALTOGRAP	ALTOGRAPHICS Inc.
E4:97:F0	Shanghai	Shanghai VLC Technologies Ltd. Co.
E4:98:BB	PhyplusM	Phyplus Microelectronics Limited
E4:98:D1	Microsof	Microsoft Mobile Oy
E4:98:D6	Apple	Apple, Inc.
E4:9A:79	Apple	Apple, Inc.
E4:9A:DC	Apple	Apple, Inc.
E4:9E:12	FreeboxS	Freebox Sas
E4:9F:1E	ARRISGro	ARRIS Group, Inc.
E4:A1:E6	Alcatel-	Alcatel-Lucent Shanghai Bell Co., Ltd
E4:A3:2F	Shanghai	Shanghai Artimen Technology Co., Ltd.
E4:A3:87	ControlS	Control Solutions LLC
E4:A4:71	IntelCor	Intel Corporate
E4:A5:EF	TronLink	Tron Link Electronics Co., Ltd.
E4:A7:49	PaloAlto	Palo Alto Networks
E4:A7:A0	IntelCor	Intel Corporate
E4:A7:C5	HuaweiTe	Huawei Technologies Co.,Ltd
E4:A7:FD	CellcoPa	Cellco Partnership
E4:A8:B6	HuaweiTe	Huawei Technologies Co.,Ltd
E4:A8:DF	CompalIn	Compal Information (Kunshan) Co., Ltd.
E4:AA:5D	Cisco	Cisco Systems, Inc
E4:AA:EA	LiteonTe	Liteon Technology Corporation
E4:AA:EC	TianjinH	Tianjin Hualai Technology Co., Ltd
E4:AB:46	UABSelte	UAB Selteka
E4:AB:89	MitraSta	MitraStar Technology Corp.
E4:AD:7D	SCLEleme	SCL Elements
E4:AF:A1	Hes-So
E4:B0:05	BeijingI	Beijing IQIYI Science & Technology Co., Ltd.
E4:B0:21	SamsungE	Samsung Electronics Co.,Ltd
E4:B2:FB	Apple	Apple, Inc.
E4:B3:18	IntelCor	Intel Corporate
E4:B5:03	RealmeCh	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
E4:B5:55	HuaweiDe	Huawei Device Co., Ltd.
E4:B6:33	WuxiStar	Wuxi Stars Microsystem Technology Co., Ltd
E4:B9:7A	Dell	Dell Inc.
E4:BA:D9	360Fly	360 Fly Inc.
E4:BD:4B	zte	zte corporation
E4:BE:ED	NetcoreT	Netcore Technology Inc.
E4:BF:FA	Technico	Technicolor CH USA Inc.
E4:C0:CC	ChinaMob	China Mobile Group Device Co.,Ltd.
E4:C0:E2	Sagemcom	Sagemcom Broadband SAS
E4:C1:46	Objetivo	Objetivos y Servicios de Valor A
E4:C1:F1	SHENZHEN	SHENZHEN SPOTMAU INFORMATION TECHNOLIGY CO., Ltd
E4:C2:D1	HuaweiTe	Huawei Technologies Co.,Ltd
E4:C3:2A	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
E4:C4:83	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
E4:C6:2B	Airware
E4:C6:3D	Apple	Apple, Inc.
E4:C6:E6	Mophie	Mophie, LLC
E4:C7:22	Cisco	Cisco Systems, Inc
E4:C8:01	BLUProdu	BLU Products Inc
E4:C8:06	CeiecEle	Ceiec Electric Technology Inc.
E4:C9:0B	Radwin
E4:CA:12	zte	zte corporation
E4:CB:59	BeijingL	Beijing Loveair Science and Technology Co. Ltd.
E4:CC:9D	Integrat	Integrated Device Technology (Malaysia) Sdn. Bhd.
E4:CE:02	WyreStor	WyreStorm Technologies Ltd
E4:CE:70	HealthLi	Health & Life co., Ltd.
E4:CE:8F	Apple	Apple, Inc.
E4:D1:24	MojoNetw	Mojo Networks, Inc.
E4:D3:32	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
E4:D3:73	HuaweiTe	Huawei Technologies Co.,Ltd
E4:D3:AA	FujitsuC	Fujitsu Connected Technologies Limited
E4:D3:F1	Cisco	Cisco Systems, Inc
E4:D5:3D	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
E4:D7:1D	OrayaThe	Oraya Therapeutics
E4:DA:DF	TaicangT	Taicang T&W Electronics
E4:DB:6D	BeijingX	Beijing Xiaomi Electronics Co., Ltd.
E4:DC:43	HuaweiDe	Huawei Device Co., Ltd.
E4:DC:5F	Cofracta	Cofractal, Inc.
E4:DC:CC	HuaweiTe	Huawei Technologies Co.,Ltd
E4:DD:79	En-Visio	En-Vision America, Inc.
E4:E0:A6	Apple	Apple, Inc.
E4:E0:C5	SamsungE	Samsung Electronics Co.,Ltd
E4:E1:12	TexasIns	Texas Instruments
E4:E1:30	TCTmobil	TCT mobile ltd
E4:E4:09	Leifheit	Leifheit Ag
E4:E4:AB	Apple	Apple, Inc.
E4:E7:49	HewlettP	Hewlett Packard
E4:EA:83	Shenzhen	Shenzhen Gongjin Electronics Co.,Lt
E4:EC:10	Nokia	Nokia Corporation
E4:EE:FD	MR&DManu	MR&D Manufacturing
E4:F0:04	Dell	Dell Inc.
E4:F0:42	Google	Google, Inc.
E4:F1:4C	Private
E4:F1:D4	vivoMobi	vivo Mobile Communication Co., Ltd.
E4:F3:27	Atol	Atol Llc
E4:F3:65	Time-O-M	Time-O-Matic, Inc.
E4:F3:C4	SamsungE	Samsung Electronics Co.,Ltd
E4:F3:E3	Shanghai	Shanghai iComhome Co.,Ltd.
E4:F3:E8	Shenzhen	Shenzhen SuperElectron Technology Co.,Ltd.
E4:F3:F5	Shenzhen	Shenzhen Mercury Communication Technologies Co.,Ltd.
E4:F4:C6	Netgear
E4:F7:5B	ARRISGro	ARRIS Group, Inc.
E4:F7:A1	Datafox	Datafox GmbH
E4:F8:9C	IntelCor	Intel Corporate
E4:F8:EF	SamsungE	Samsung Electronics Co.,Ltd
E4:F9:39	MinxonHo	Minxon Hotel Technology INC.
E4:FA:1D	PADPerip	PAD Peripheral Advanced Design Inc.
E4:FA:ED	SamsungE	Samsung Electronics Co.,Ltd
E4:FA:FD	IntelCor	Intel Corporate
E4:FB:5D	HuaweiTe	Huawei Technologies Co.,Ltd
E4:FB:8F	Mobiwire	Mobiwire Mobiles (Ningbo) Co.,Ltd
E4:FC:82	JuniperN	Juniper Networks
E4:FD:45	IntelCor	Intel Corporate
E4:FD:A1	HuaweiTe	Huawei Technologies Co.,Ltd
E4:FE:D9	EDMIEuro	EDMI Europe Ltd
E4:FF:DD	Electron	Electron India
E8:00:36	Befs	Befs co,. ltd
E8:01:15	COOCAANe	COOCAA Network Technology CO.,TD.
E8:01:8D	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
E8:03:9A	SamsungE	Samsung Electronics Co.,Ltd
E8:04:0B	Apple	Apple, Inc.
E8:04:10	Private
E8:04:62	Cisco	Cisco Systems, Inc
E8:04:F3	Throught	Throughtek Co., Ltd.
E8:05:6D	NortelNe	Nortel Networks
E8:05:DC	Verifone	Verifone Inc.
E8:06:88	Apple	Apple, Inc.
E8:07:34	Champion	Champion Optical Network Engineering, LLC
E8:07:BF	Shenzhen	Shenzhen Boomtech Industry Co.,Ltd
E8:08:8B	HuaweiTe	Huawei Technologies Co.,Ltd
E8:09:45	Integrat	Integrated Device Technology (Malaysia) Sdn. Bhd.
E8:09:59	Guoguang	Guoguang Electric Co.,Ltd
E8:0A:EC	JiangsuH	Jiangsu Hengtong Optic-Electric Co., LTD
E8:0B:13	AkibTaiw	Akib Systems Taiwan, INC
E8:0C:38	Daeyoung	Daeyoung Information System Co., Ltd
E8:0C:75	Syncbak	Syncbak, Inc.
E8:0F:C8	Universa	Universal Electronics, Inc.
E8:10:2E	ReallySi	Really Simple Software, Inc
E8:11:32	SamsungE	Samsung Electronics Co.,Ltd
E8:11:CA	Shandong	Shandong Kaer Electric.Co.,Ltd
E8:13:24	GuangZho	GuangZhou Bonsoninfo System CO.,LTD
E8:13:63	Comstock	Comstock RD, Inc.
E8:13:67	AIRSOUND	AIRSOUND Inc.
E8:13:6E	HuaweiTe	Huawei Technologies Co.,Ltd
E8:15:0E	Nokia	Nokia Corporation
E8:16:2B	IDEOSecu	IDEO Security Co., Ltd.
E8:16:56	Hangzhou	Hangzhou BroadLink Technology Co.,Ltd
E8:17:FC	FujitsuC	Fujitsu Cloud Technologies Limited
E8:18:63	IEEERegi	IEEE Registration Authority
E8:18:63:00:00:00/28	DigiMagu	DigiMagus Technology (Shenzhen) Co., Ltd
E8:18:63:10:00:00/28	clabsys
E8:18:63:20:00:00/28	AVCONInf	AVCON Information Technology Co.,Ltd
E8:18:63:30:00:00/28	DongGuan	DongGuan Pengxun Electronics Technology Co., Ltd.
E8:18:63:40:00:00/28	Guangzho	Guangzhou Tianyi Electronics Co., Ltd
E8:18:63:50:00:00/28	WetekEle	Wetek Electronics Limited
E8:18:63:60:00:00/28	ArtechSo	Artech Solution Co.,Ltd
E8:18:63:70:00:00/28	Siliconc	Siliconcube
E8:18:63:90:00:00/28	BSMWirel	BSM Wireless Inc.
E8:18:63:A0:00:00/28	JDMMobil	JDM Mobile Internet Solution(Shanghai) Co., Ltd.
E8:18:63:B0:00:00/28	ProtekEl	Protek Electronics Group Co.,LTD
E8:18:63:C0:00:00/28	Shenzhen	Shenzhen Hipad Telecommunication Technology Co.,Ltd
E8:18:63:D0:00:00/28	DigitalD	Digital Dynamics, Inc.
E8:18:63:E0:00:00/28	AcopianT	Acopian Technical Company
E8:18:63:F0:00:00/28	Private
E8:1A:58	Technolo	Technologic Systems
E8:1A:AC	ORFEOSOU	ORFEO SOUNDWORKS Inc.
E8:1B:4B	amnimo	amnimo Inc.
E8:1B:69	Sercomm	Sercomm Corporation.
E8:1C:BA	Fortinet	Fortinet, Inc.
E8:1C:D8	Apple	Apple, Inc.
E8:1D:A8	RuckusWi	Ruckus Wireless
E8:1E:92	HuaweiDe	Huawei Device Co., Ltd.
E8:20:E2	HUMAX	HUMAX Co., Ltd.
E8:26:89	ArubaaHe	Aruba, a Hewlett Packard Enterprise Company
E8:26:B6	InsideBi	Inside Biometrics International Limited
E8:28:77	TMY	TMY Co., Ltd.
E8:28:C1	EltexEnt	Eltex Enterprise Ltd.
E8:28:D5	CotsTech	Cots Technology
E8:2A:44	LiteonTe	Liteon Technology Corporation
E8:2A:EA	IntelCor	Intel Corporate
E8:2C:6D	SmartRG	SmartRG, Inc.
E8:2E:0C	NETINTTe	NETINT Technologies Inc.
E8:2E:24	OutFogRe	Out of the Fog Research LLC
E8:31:CD	Espressi	Espressif Inc.
E8:33:0D	Xaptec	Xaptec GmbH
E8:33:81	ARRISGro	ARRIS Group, Inc.
E8:34:3E	BeijingI	Beijing Infosec Technologies Co., LTD.
E8:36:17	Apple	Apple, Inc.
E8:36:1D	SenseLab	Sense Labs, Inc.
E8:37:7A	ZyxelCom	Zyxel Communications Corporation
E8:39:35	HewlettP	Hewlett Packard
E8:39:DF	AskeyCom	Askey Computer Corp
E8:3A:12	SamsungE	Samsung Electronics Co.,Ltd
E8:3A:4B	ChinaMob	China Mobile Group Device Co.,Ltd.
E8:3A:97	Toshiba	Toshiba Corporation
E8:3E:B6	Rim
E8:3E:FB	Geodesic	Geodesic Ltd.
E8:3E:FC	ARRISGro	ARRIS Group, Inc.
E8:3F:67	HuaweiDe	Huawei Device Co., Ltd.
E8:40:40	Cisco	Cisco Systems, Inc
E8:40:F2	Pegatron	Pegatron Corporation
E8:43:B6	QNAP	QNAP Systems, Inc.
E8:44:7E	Bitdefen	Bitdefender SRL
E8:47:27	QuectelW	Quectel Wireless Solutions Co.,Ltd.
E8:48:1F	Advanced	Advanced Automotive Antennas
E8:48:B8	TP-Link	TP-Link Corporation Limited
E8:49:43	YUGEInfo	YUGE Information technology Co. Ltd
E8:4C:56	Intercep	Intercept Services Limited
E8:4D:74	HuaweiTe	Huawei Technologies Co.,Ltd
E8:4D:D0	HuaweiTe	Huawei Technologies Co.,Ltd
E8:4D:EC	Xerox	Xerox Corporation
E8:4E:06	EdupInte	Edup International (Hk) Co., Ltd
E8:4E:84	SamsungE	Samsung Electronics Co.,Ltd
E8:4E:CE	Nintendo	Nintendo Co., Ltd.
E8:4F:25	MurataMa	Murata Manufacturing Co., Ltd.
E8:4F:4B	Shenzhen	Shenzhen Delos Electronic Co., Ltd
E8:4F:A7	HuaweiDe	Huawei Device Co., Ltd.
E8:50:8B	SamsungE	Samsung Electro-Mechanics(Thailand)
E8:51:6E	TSMART	TSMART Inc.
E8:51:77	QingdaoI	Qingdao Intelligent&Precise Electronics Co.,Ltd.
E8:51:9D	YeonhabP	Yeonhab Precision Co.,LTD
E8:54:84	NEOInfor	NEO Information Systems Co., Ltd.
E8:55:B4	SAITechn	SAI Technology Inc.
E8:56:59	Advanced	Advanced-Connectek Inc.
E8:56:D6	NCTech	NCTech Ltd
E8:5A:8B	XiaomiCo	Xiaomi Communications Co Ltd
E8:5A:A7	Emzior	LLC Emzior
E8:5A:D1	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
E8:5B:5B	LgElectr	Lg Electronics Inc
E8:5B:B7	Ample	Ample Systems Inc.
E8:5B:F0	ImagingD	Imaging Diagnostics
E8:5C:0A	Cisco	Cisco Systems, Inc
E8:5D:6B	Luminate	Luminate Wireless
E8:5D:86	ChangYow	Chang Yow Technologies International Co.,Ltd.
E8:5E:53	Infratec	Infratec Datentechnik GmbH
E8:5F:02	Apple	Apple, Inc.
E8:61:1F	DawningI	Dawning Information Industry Co.,Ltd
E8:61:7E	LiteonTe	Liteon Technology Corporation
E8:61:83	BlackDia	Black Diamond Advanced Technology, LLC
E8:61:BE	Melec	Melec Inc.
E8:65:49	Cisco	Cisco Systems, Inc
E8:65:D4	TendaTec	Tenda Technology Co.,Ltd.Dongguan branch
E8:66:C4	Diamanti
E8:68:19	HuaweiTe	Huawei Technologies Co.,Ltd
E8:68:E7	Espressi	Espressif Inc.
E8:6A:64	LCFCHeFe	LCFC(HeFei) Electronics Technology co., ltd
E8:6C:C7	IEEERegi	IEEE Registration Authority
E8:6C:C7:00:00:00/28	TrapezeS	Trapeze Switzerland GmbH
E8:6C:C7:10:00:00/28	ASSAABLO	ASSA ABLOY(GuangZhou) Smart Technology Co., Ltd
E8:6C:C7:20:00:00/28	XirgoTec	Xirgo Technologies LLC
E8:6C:C7:30:00:00/28	Shenzhen	Shenzhen Yibaifen Industrial Co.,Ltd.
E8:6C:C7:40:00:00/28	KoalSoft	Koal Software Co., Ltd
E8:6C:C7:50:00:00/28	Shenzhen	Shenzhen Rongda Computer Co.,Ltd
E8:6C:C7:60:00:00/28	Klab
E8:6C:C7:70:00:00/28	HuaqinTe	Huaqin Technology Co.,Ltd
E8:6C:C7:80:00:00/28	Lighthou	Lighthouse EIP
E8:6C:C7:90:00:00/28	Hangzhou	Hangzhou Lanxum Security Technology Co., Ltd
E8:6C:C7:A0:00:00/28	CoxSpace
E8:6C:C7:B0:00:00/28	MORNSUNG	MORNSUN Guangzhou Science & Technology Co., Ltd.
E8:6C:C7:C0:00:00/28	Liabilit	Limited Liability Company M.S.Korp
E8:6C:C7:D0:00:00/28	z-maxmed	z-max mediasolution
E8:6C:C7:E0:00:00/28	Annapurn	Annapurna labs
E8:6C:DA	Supercom	Supercomputers and Neurocomputers Research Center
E8:6D:52	ARRISGro	ARRIS Group, Inc.
E8:6D:54	DigitMob	Digit Mobile Inc
E8:6D:65	AUDIOMOB	AUDIO MOBIL Elektronik GmbH
E8:6D:6E	voestalp	voestalpine Signaling UK Ltd.
E8:6D:CB	SamsungE	Samsung Electronics Co.,Ltd
E8:6D:E9	HuaweiTe	Huawei Technologies Co.,Ltd
E8:6E:44	zte	zte corporation
E8:6F:38	Chongqin	Chongqing Fugui Electronics Co.,Ltd.
E8:6F:F2	Actionte	Actiontec Electronics, Inc
E8:71:8D	ElsysEqu	Elsys Equipamentos Eletronicos Ltda
E8:74:C7	Sentinhe	Sentinhealth
E8:74:E6	ADBBroad	ADB Broadband Italia
E8:75:7F	FIRSTech	FIRS Technologies(Shenzhen) Co., Ltd
E8:78:29	IEEERegi	IEEE Registration Authority
E8:78:29:00:00:00/28	TanzSecu	Tanz Security Technology Ltd.
E8:78:29:10:00:00/28	Shenzhen	Shenzhen Jointelli Technologies Co.,Ltd
E8:78:29:20:00:00/28	Galcon
E8:78:29:30:00:00/28	Electron	Electronic Controlled Systems, Inc.
E8:78:29:40:00:00/28	Annapurn	Annapurna labs
E8:78:29:50:00:00/28	ShenZhen	Shen Zhen Skysi Wisdom Technology Co.,Ltd.
E8:78:29:60:00:00/28	Axing	Axing Ag
E8:78:29:70:00:00/28	FAIOT	FAIOT Co., LTD
E8:78:29:80:00:00/28	JVISMall	JVISMall CO.,LTD
E8:78:29:90:00:00/28	RyuTech	Ryu Tech. LTD
E8:78:29:A0:00:00/28	METZCONN	METZ CONNECT GmbH
E8:78:29:B0:00:00/28	Private
E8:78:29:C0:00:00/28	FairPhon	FairPhone B.V.
E8:78:29:D0:00:00/28	BerndWal	Bernd Walter Computer Technology
E8:78:29:E0:00:00/28	SolosTec	Solos Technology Limited
E8:78:65	Apple	Apple, Inc.
E8:78:A1	BeoviewI	Beoview Intercom Doo
E8:7A:F3	S5Tech	S5 Tech S.r.l.
E8:7F:6B	SamsungE	Samsung Electronics Co.,Ltd
E8:7F:95	Apple	Apple, Inc.
E8:80:2E	Apple	Apple, Inc.
E8:80:D8	GNTEKEle	GNTEK Electronics Co.,Ltd.
E8:81:52	Apple	Apple, Inc.
E8:81:75	zte	zte corporation
E8:81:AB	BeijingS	Beijing Sankuai Online Technology Co.,Ltd
E8:82:5B	ARRISGro	ARRIS Group, Inc.
E8:84:A5	IntelCor	Intel Corporate
E8:84:C6	HuaweiTe	Huawei Technologies Co.,Ltd
E8:85:4B	Apple	Apple, Inc.
E8:87:A3	LoxleyPu	Loxley Public Company Limited
E8:88:6C	Shenzhen	Shenzhen SC Technologies Co.,LTD
E8:89:2C	ARRISGro	ARRIS Group, Inc.
E8:8D:28	Apple	Apple, Inc.
E8:8D:F5	ZNYXNetw	ZNYX Networks, Inc.
E8:8E:60	NSD	NSD Corporation
E8:91:0F	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
E8:91:20	Motorola	Motorola Mobility LLC, a Lenovo Company
E8:92:18	Arcontia	Arcontia International AB
E8:92:A4	LGElectr	LG Electronics (Mobile Communications)
E8:93:09	SamsungE	Samsung Electronics Co.,Ltd
E8:93:63	Nokia
E8:93:F3	Graphian	Graphiant Inc
E8:94:4C	CogentHe	Cogent Healthcare Systems Ltd
E8:94:F6	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
E8:95:26	Luxshare	Luxshare Precision Industry CO., LTD.
E8:96:06	testoIns	testo Instruments (Shenzhen) Co., Ltd.
E8:97:9A	QuectelW	Quectel Wireless Solutions Co.,Ltd.
E8:98:6D	PaloAlto	Palo Alto Networks
E8:98:C2	ZETLAB	ZETLAB Company
E8:99:5A	PiiGABPr	PiiGAB, Processinformation i Goteborg AB
E8:99:C4	HTC	HTC Corporation
E8:9A:8F	QuantaCo	Quanta Computer Inc.
E8:9A:FF	FujianLA	Fujian LANDI Commercial Equipment Co.,Ltd
E8:9D:87	Toshiba
E8:9E:0C	Max8UsaD	Max8Usa Distributors Inc.
E8:9E:B4	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
E8:9F:39	Nokia
E8:9F:6D	Espressi	Espressif Inc.
E8:9F:80	BelkinIn	Belkin International Inc.
E8:9F:EC	ChengduK	Chengdu Kt Electronic Hi-Tech Co.,Ltd
E8:A0:CD	Nintendo	Nintendo Co.,Ltd
E8:A1:F8	zte	zte corporation
E8:A2:45	JuniperN	Juniper Networks
E8:A3:64	SignalPa	Signal Path International / Peachtree Audio
E8:A4:C1	DeepSeaE	Deep Sea Electronics Ltd
E8:A6:60	HuaweiTe	Huawei Technologies Co.,Ltd
E8:A6:CA	HuaweiDe	Huawei Device Co., Ltd.
E8:A7:2F	Microsof	Microsoft Corporation
E8:A7:30	Apple	Apple, Inc.
E8:A7:88	XiamenLe	Xiamen Leelen Technology Co., Ltd
E8:A7:F2	sTraffic
E8:AB:F3	HuaweiTe	Huawei Technologies Co.,Ltd
E8:AB:FA	Shenzhen	Shenzhen Reecam Tech.Ltd.
E8:AC:23	HuaweiTe	Huawei Technologies Co.,Ltd
E8:AC:AD	zte	zte corporation
E8:AD:A6	Sagemcom	Sagemcom Broadband SAS
E8:AE:C5	AristaNe	Arista Networks
E8:B1:FC	IntelCor	Intel Corporate
E8:B2:AC	Apple	Apple, Inc.
E8:B2:FE	HUMAX	HUMAX Co., Ltd.
E8:B3:EF	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
E8:B4:70	IEEERegi	IEEE Registration Authority
E8:B4:70:00:00:00/28	DongGuan	DongGuan Ramaxel Memory Technology
E8:B4:70:10:00:00/28	AutocomD	Autocom Diagnostic Partner AB
E8:B4:70:20:00:00/28	internet	internet domain name system beijing engineering research center ltd
E8:B4:70:30:00:00/28	Webfleet	Webfleet Solutions B.V.
E8:B4:70:40:00:00/28	YawataEl	Yawata Electric Industrial Co.,Ltd.
E8:B4:70:50:00:00/28	AlperiaF	Alperia Fiber srl
E8:B4:70:60:00:00/28	Elcoma
E8:B4:70:70:00:00/28	TibitCom	Tibit Communications
E8:B4:70:80:00:00/28	DEHNSE+	DEHN SE + Co KG
E8:B4:70:90:00:00/28	MiltekIn	Miltek Industries Pte Ltd
E8:B4:70:A0:00:00/28	plc2Desi	plc2 Design GmbH
E8:B4:70:B0:00:00/28	Digifocu	Digifocus Technology Inc.
E8:B4:70:C0:00:00/28	AndurilI	Anduril Industries
E8:B4:70:D0:00:00/28	Medica	Medica Corporation
E8:B4:70:E0:00:00/28	Unicacce	Unicacces Groupe
E8:B4:AE	Shenzhen	Shenzhen C&D Electronics Co.,Ltd
E8:B4:C8	SamsungE	Samsung Electronics Co.,Ltd
E8:B5:41	zte	zte corporation
E8:B5:D0	Dell	Dell Inc.
E8:B6:C2	JuniperN	Juniper Networks
E8:B7:48	Cisco	Cisco Systems, Inc
E8:BA:70	Cisco	Cisco Systems, Inc
E8:BB:3D	SinoPrim	Sino Prime-Tech Limited
E8:BB:A8	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
E8:BD:D1	HuaweiTe	Huawei Technologies Co.,Ltd
E8:BE:81	Sagemcom	Sagemcom Broadband SAS
E8:C1:B8	NanjingB	Nanjing Bangzhong Electronic Commerce Limited
E8:C1:D7	Philips
E8:C1:E8	Shenzhen	Shenzhen Xiao Bi En Culture Education Technology Co.,Ltd.
E8:C2:29	H-Displa	H-Displays (MSC) Bhd
E8:C2:DD	Infinixm	Infinix mobility limited
E8:C3:20	AustcoMa	Austco Marketing & Service (USA) ltd.
E8:C4:17	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
E8:C5:7A	Ufispace	Ufispace Co., LTD.
E8:C7:4F	LiteonTe	Liteon Technology Corporation
E8:C7:CF	WistronN	Wistron Neweb Corporation
E8:CA:C8	HuiZhouG	Hui Zhou Gaoshengda Technology Co.,LTD
E8:CB:A1	Nokia	Nokia Corporation
E8:CB:ED	ChipseaT	Chipsea Technologies(Shenzhen) Corp.
E8:CC:18	D-LinkIn	D-Link International
E8:CC:32	Micronet	Micronet LTD
E8:CC:8C	ChengduJ	Chengdu Jiarui Hualian Communication Technology Co
E8:CD:2D	HuaweiTe	Huawei Technologies Co.,Ltd
E8:CE:06	SkyHawke	SkyHawke Technologies, LLC.
E8:D0:3C	Shenzhen	Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd
E8:D0:99	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
E8:D0:B9	TaicangT	Taicang T&W Electronics
E8:D0:FA	MKSInstr	MKS Instruments Deutschland GmbH
E8:D0:FC	LiteonTe	Liteon Technology Corporation
E8:D1:1B	AskeyCom	Askey Computer Corp
E8:D2:FF	Sagemcom	Sagemcom Broadband SAS
E8:D3:22	Cisco	Cisco Systems, Inc
E8:D4:83	ULTIMATE	ULTIMATE Europe Transportation Equipment GmbH
E8:D4:E0	BeijingB	Beijing BenyWave Technology Co., Ltd.
E8:D7:65	HuaweiTe	Huawei Technologies Co.,Ltd
E8:D8:19	AzureWav	AzureWave Technology Inc.
E8:D8:7E	AmazonTe	Amazon Technologies Inc.
E8:D8:D1	HP	HP Inc.
E8:DA:00	KivoTech	Kivo Technology, Inc.
E8:DA:20	Nintendo	Nintendo Co.,Ltd
E8:DA:96	ZhuhaiTi	Zhuhai Tianrui Electrical Power Tech. Co., Ltd.
E8:DA:AA	VideoHom	VideoHome Technology Corp.
E8:DB:84	Espressi	Espressif Inc.
E8:DC:6C	Cisco	Cisco Systems, Inc
E8:DE:00	ChongQin	ChongQing GuanFang Technology Co.,LTD
E8:DE:27	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
E8:DE:8E	Integrat	Integrated Device Technology (Malaysia) Sdn. Bhd.
E8:DE:D6	Intrisin	Intrising Networks, Inc.
E8:DE:FB	MesoticS	Mesotic Sas
E8:DF:70	AVMAudio	AVM Audiovisuelles Marketing und Computersysteme GmbH
E8:DF:F2	PRF	PRF Co., Ltd.
E8:E0:8F	Gravotec	Gravotech Marking Sas
E8:E0:B7	Toshiba
E8:E1:E1	GemtekTe	Gemtek Technology Co., Ltd.
E8:E1:E2	Energote	Energotest
E8:E5:D6	SamsungE	Samsung Electronics Co.,Ltd
E8:E7:32	Alcatel-	Alcatel-Lucent Enterprise
E8:E7:70	Warp9Tec	Warp9 Tech Design, Inc.
E8:E7:76	Shenzhen	Shenzhen Kootion Technology Co., Ltd
E8:E8:75	iS5Commu	iS5 Communications Inc.
E8:E8:B7	MurataMa	Murata Manufacturing Co., Ltd.
E8:E9:8E	SOLARcon	SOLAR controls s.r.o.
E8:EA:4D	HuaweiTe	Huawei Technologies Co.,Ltd
E8:EA:6A	StarTech	StarTech.com
E8:EA:DA	DenkoviA	Denkovi Assembly Electronics LTD
E8:EB:11	TexasIns	Texas Instruments
E8:EB:1B	Microchi	Microchip Technology Inc.
E8:EB:34	Cisco	Cisco Systems, Inc
E8:EB:D3	Mellanox	Mellanox Technologies, Inc.
E8:EC:A3	Dongguan	Dongguan Liesheng Electronic Co.Ltd
E8:ED:05	ARRISGro	ARRIS Group, Inc.
E8:ED:D6	Fortinet	Fortinet, Inc.
E8:ED:F3	Cisco	Cisco Systems, Inc
E8:EE:CC	Fantasia	Fantasia Trading LLC
E8:EF:05	MindTech	Mind Tech International Limited
E8:EF:89	OPMEXTec	OPMEX Tech.
E8:F1:B0	Sagemcom	Sagemcom Broadband SAS
E8:F2:26	MillsonC	Millson Custom Solutions Inc.
E8:F2:E2	LGInnote	LG Innotek
E8:F2:E3	StarcorB	Starcor Beijing Co.,Limited
E8:F3:75	Nokia
E8:F4:08	IntelCor	Intel Corporate
E8:F6:54	HuaweiTe	Huawei Technologies Co.,Ltd
E8:F7:24	HewlettP	Hewlett Packard Enterprise
E8:F7:91	XiaomiCo	Xiaomi Communications Co Ltd
E8:F9:28	Rftech	Rftech Srl
